Name,# First name,# Last name
קובובסקי,0,5
קובטי,0,5
קובלסקי,0,0
קובנר,0,0
קוברטן,0,0
קובריגה,0,0
קובריק,0,0
קוברסקי,0,2
קוגוט,0,1
קוגל,0,0
קוגן,0,18
קודסי,0,0
קודרו,0,0
קודרי,0,0
קוואמה,0,0
קווה,0,2
קווזימודו,0,0
קוויזלינג,0,0
קווייל,0,0
קווין,0,0
קווינטילוס,0,0
קווינסי,0,0
קוונטין,0,0
קוזין,0,1
קוזיקין,0,1
קוזל,0,1
קוזלובסקי,0,2
קוחלי,0,1
קוט,0,0
קוטב,0,0
קוטון,0,1
קוטוק,0,1
קוטזי,0,0
קוטינה,0,1
קוטלר,0,9
קוטנר,0,0
קויאטק,0,2
קוידר,0,3
קוינטנר,0,1
קויפמן,0,2
קויקס,0,1
קויתי,0,6
קוך,0,0
קוכמן,0,1
קוכנר,0,1
קול,0,2
קולאנוביץ,0,0
קולב,0,1
קולה,0,0
קולודני,0,1
קולט,0,0
קולטון,0,0
קולין,0,0
קולינס,0,0
קולמן,0,2
קולנברג,0,2
קולנגי,0,2
קולנדר,0,0
קולס,0,2
קולפר,0,0
קולק,0,0
קום,0,2
קומבליס,0,2
קומודוס,0,0
קומורניק,0,1
קומט,0,0
קומיסר,0,3
קון,0,1
קונאן,0,0
קונגיים,0,0
קונדוליזה,0,0
קונדוליסה,0,0
קונדי,0,0
קונוביץ,0,2
קונטנטה,0,1
קוני,1,0
קונסטנטי,1,0
קונסטנטיוס,0,0
קונסטנטין,0,1
קונפורטי,0,7
קונפינו,0,5
קונרד,0,0
קוסאשוילי,0,1
קוסובסקי,0,0
קוסטא,0,1
קוסטאס,0,0
קוסטה,1,0
קוסטין,0,1
קוסטיקה,0,1
קוסטלו,0,0
קוסטליץ,0,1
קוסצ'וב,0,1
קוסקס,0,1
קופולביץ,0,4
קופטי,0,3
קופי,0,0
קופל,0,1
קופלב,0,0
קופלו,0,1
קופלוביץ,0,3
קופלי,0,0
קופלר,0,4
קופמן,0,2
קופנהגן,0,2
קופפר,0,1
קופפרברג,0,0
קופר,0,2
קופרמן,0,1
קופרשטיין,0,1
קופרשמידט,0,2
קופרשמיט,0,1
קוצ'ינסקי,0,1
קוצאי,1,0
קוצר,0,3
קוק,0,3
קוקו,0,0
קוקס,0,2
קור,0,0
קורב,0,1
קורגנוף,0,0
קורדובה,0,1
קורוליק,0,0
קורז,0,0
קורזינר,0,2
קורזן,0,0
קורח,0,1
קורט,0,0
קורטאם,0,1
קורטס,0,0
קורי,0,1
קורינלדי,0,0
קוריס,0,5
קורל,0,2
קורלנדר,0,4
קורמן,0,2
קורנבליט,0,1
קורנברג,0,2
קורנגוט,0,2
קורנוול,0,0
קורנויץ,0,1
קורניק,0,3
קורנלדי,0,1
קורנליוס,0,0
קורנליס,0,0
קורנפלד,0,0
קורנצקי,0,2
קורסון,0,0
קורץ,0,9
קורצווייל,0,0
קורצוויל,0,2
קורצמן,0,1
קורקוס,0,1
קורש,0,2
קוש,0,2
קושבטסקי,0,0
קושטוניצה,0,0
קושינסקי,0,0
קושמרו,0,0
קושניר,0,0
קותה,0,1
קזאז,0,2
קזבלן,0,0
קזו,0,0
קזז,0,2
קזיוף,0,4
קט,0,0
קטורזה,0,0
קטי,1,0
קטיה,0,0
קטיש,0,3
קטלן,1,0
קטן,0,3
קטנה,0,0
קטנוב,0,1
קטשוילי,0,0
קיאנו,0,0
קיבורק,1,0
קיבלאוי,0,1
קיבלוביץ,0,1
קיבריק,0,1
קיגל,0,1
קיד,0,0
קידר,0,14
קידרון,0,3
קיהל,0,14
קיוול,0,1
קיוורקיאן,0,1
קיון,0,0
קיונין,0,0
קיזל,0,1
קיזנר,0,0
קיחוטה,0,0
קיטאי,0,1
קיטל,0,0
קיי,0,2
קייג',0,0
קיידנוב,0,1
קייזמן,0,1
קייזר,0,0
קייט,0,0
קייטי,0,0
קייכמן,0,1
קייל,0,0
קיילי,0,0
קיים,0,1
קיימן,0,0
קיינס,0,1
קייסה,0,0
קייסי,0,0
קייסר,0,1
קייקוב,0,3
קיירה,0,2
קיכלמכר,0,1
קילגור,0,0
קילשטיין,0,1
קים,0,0
קימברלי,0,0
קימחי,0,2
קימיאגרוב,0,0
קימלמן,0,3
קין,0,14
קינ,0,1
קינג,0,0
קינד,0,0
קינדרמן,0,1
קיני,0,0
קינסי,0,0
קינר,0,0
קיסוס,0,0
קיסלסי,0,1
קיסלר,0,1
קיסר,0,0
קיסרי,0,2
קיפי,0,0
קיפר,0,0
קיפרמן,0,2
קיציס,0,2
קירה,0,4
קירס,0,1
קירסטן,0,0
קירק,0,0
קירש,0,4
קירשנבאום,0,1
קירשנבוים,0,1
קירשנר,0,3
קישאוי,0,2
קישוני,0,1
קית',0,0
קלאו,0,0
קלאודיה,1,0
קלאודיו,0,0
קלאוס,0,0
קלאורה,0,1
קלאס,0,0
קלארק,0,0
קלברינו,0,2
קלגסבלד,0,2
קלדרון,0,16
קלדררו,0,1
קלה,0,4
קלו,0,3
קלוג,0,2
קלוגמן,0,0
קלוד,0,0
קלודיה,0,0
קלוו,0,1
קלווין,0,0
קלוזנר,0,2
קלויר,0,1
קלונימוס,0,0
קלופשטוק,0,1
קלורין,0,1
קלזיו,0,0
קלטניק,0,3
קלי,0,0
קליבנסקי,0,1
קליג',0,1
קליגר,0,1
קליה,1,0
קלייב,0,0
קלייזר,0,1
קלייטון,0,0
קליימן,0,3
קליין,0,20
קליינמן,0,1
קליינרט,0,2
קלימי,0,0
קלין,0,0
קלינברגר,0,1
קלינג,0,1
קלינגהופר,0,1
קלינגר,0,1
קלינט,0,0
קלינטון,0,0
קלינינגרד,0,0
קלינמן,0,8
קליסטה,0,0
קליף,0,0
קליפורד,0,0
קליקה,0,1
קליקובץ,0,0
קליר,0,18
קלירס,0,1
קלישר,0,0
קלך,0,1
קלמן,1,0
קלמנוביץ,0,1
קלמנט,0,0
קלמנסון,0,2
קלמפנר,0,1
קלמפרר,0,0
קלמר,0,1
קלנברג,0,2
קלנג,0,0
קלנטריה,0,1
קלנר,0,6
קלסי,0,2
קלעי,0,0
קלפה,0,3
קלפון,0,2
קלפטר,0,0
קלצ'קין,0,0
קלצקין,0,1
קלקנר,0,1
קלר,0,2
קלרה,1,0
קלרטג,0,0
קלריס,1,0
קלריסה,1,0
קלרית,1,0
קלרמון,0,0
קלרנס,0,0
קלש,0,0
קמאל,1,0
קמבל,0,0
קמחי,0,14
קמי,1,0
קמיל,0,1
קמילה,1,0
קמילו,0,0
קמין,0,2
קמינסקי,0,2
קמינצקי,0,4
קמיר,0,2
קמלי,0,1
קמנייב,0,0
קמפאניה,0,1
קמפו,0,1
קמפינסקי,0,0
קמפלר,0,1
קמפף,0,1
קמרט,0,0
קן,0,0
קנאזע,0,2
קנבל,0,1
קנד,0,1
קנדאבי,0,1
קנדי,0,0
קנדל,0,4
קנובי,0,0
קנובל,0,4
קנוהל,0,0
קנולר,0,2
קנט,0,0
קנטור,0,9
קנטי,0,2
קנטרוביץ,0,1
קניאל,0,1
קניבסקי,0,3
קניג,0,3
קניגסברג,0,1
קניזבסקי,0,2
קנימח,0,3
קנינגהם,0,0
קנכט,0,1
קנלר,0,0
קנניסה,0,0
קנציורק,0,1
קנר,0,5
קנרית,0,0
קנת',0,0
קסאב,0,2
קסו,0,1
קסוטו,0,9
קסום,0,7
קסורלה,0,1
קסטורי,0,0
קסטליטו,0,0
קסטנבאום,0,5
קסטר,0,0
קסטרו,0,5
קסיוס,0,0
קסיס,0,3
קסירר,0,1
קסל,0,3
קסלסי,0,1
קסלר,0,6
קסנר,0,3
קספר,0,3
קעדאן,0,2
קעואר,0,4
קעטבי,0,1
קפאח,1,0
קפולסקי,0,1
קפון,0,1
קפונה,0,0
קפוסטיאנסקי,0,1
קפיטולניק,0,3
קפלון,0,2
קפלן,0,23
קפלנסקי,0,6
קפקא,0,0
קפרוב,0,1
קפרי,0,0
קפריו,0,0
קפשוק,0,1
קצב,0,9
קצבוי,0,2
קצוב,0,1
קצוביץ,0,0
קצוטי,0,1
קצין,0,2
קציר,0,8
קצנשטיין,0,1
קצס,0,5
קצף,0,3
קצפ,0,0
קראווי,0,1
קראוז,0,1
קראון,0,1
קראוס,0,13
קראי,0,0
קראם,0,1
קראמניק,0,0
קראסטי,0,0
קראעין,0,0
קראקרה,0,1
קרביס,0,0
קרביץ,0,1
קרבס,0,0
קרבצוב,0,0
קרבר,0,2
קרגו,0,0
קרגולה,0,2
קרדונר,0,2
קרואו,0,0
קרואני,0,9
קרואק,0,0
קרוב,0,0
קרוגליאק,0,1
קרויזר,0,7
קרויטורו,0,3
קרויצפלד,0,0
קרול,0,0
קרולה,0,0
קרולי,0,0
קרולין,1,0
קרולינה,0,0
קרומוול,0,0
קרוני,0,3
קרופניק,0,2
קרופרו,0,1
קרוקט,0,0
קרזאי,0,0
קרטון,0,1
קרטייה,0,0
קרטיס,0,0
קרטמן,0,0
קרטס,0,0
קרטר,0,0
קריאולנסקי,0,0
קריב,0,1
קריג,0,0
קריגל,0,1
קריחלי,0,1
קריטי,0,6
קריטנשטיין,0,2
קרייג,0,0
קרייזל,0,1
קרייטון,0,0
קרייטר,0,1
קריין,0,0
קרייצברג,0,2
קריכל,0,0
קרימוב,0,0
קרימן,0,0
קרין,5,0
קרינאוי,0,0
קריניצי,0,0
קרינסקי,0,5
קריסטול,0,0
קריסטי,0,0
קריסטין,0,0
קריסטינה,0,0
קריסטל,0,2
קריספי,0,1
קריספין,0,4
קריספל,0,2
קריץ,0,1
קריצמן,0,2
קריצר,0,0
קריק,0,0
קריקב,0,1
קרישפין,0,1
קרישק,0,0
קריתי,0,1
קרל,0,1
קרלה,0,0
קרלו,0,0
קרלומן,0,0
קרלוס,1,0
קרליבך,0,0
קרלינסקי,0,0
קרלס,0,0
קרלפלט,0,0
קרם,0,3
קרמון,0,1
קרמזין,0,1
קרמצ'נד,0,0
קרמר,0,15
קרנגי,0,0
קרנון,0,1
קרניאל,0,14
קרניאלי,0,3
קרנינה,0,0
קרנית,1,0
קרנסקי,0,0
קרנר,0,2
קרסו,0,1
קרסון,0,0
קרפ,0,3
קרף,0,0
קרפטוב,0,1
קרפל,0,0
קרפנר,0,1
קרצ'מר,0,0
קרקו,0,0
קרקופולסקי,0,2
קרקלה,0,0
קרש,0,1
קרשי,0,0
קרשן,0,0
קרת,0,3
קרתיאודורי,0,0
קשטן,0,2
קשי,0,1
קשקוש,0,1
קשקש,0,0
קשת,0,4
קשתי,0,1
קתלין,0,0
קתרין,1,0
קתרינה,0,0
ר,0,0
ר.,0,1
"ר""מ",0,1
"רא""בד",0,2
ראאד,7,0
ראבח,1,0
ראבי,0,8
ראבילו,0,2
ראגב,1,0
ראדא,0,0
ראו,0,1
ראובינוף,0,15
ראובני,0,6
ראובת,0,0
ראוול,0,0
ראוך,0,2
ראול,0,0
ראומה,0,0
ראומיר,0,0
ראוף,1,0
ראזי,2,0
ראט,0,1
ראיסה,2,0
ראיף,4,0
ראל,1,0
ראלי,0,0
ראלף,0,0
ראמון,0,0
ראמז,2,0
ראמח,1,0
ראן,0,0
ראנאלד,0,0
ראני,4,0
ראנם,1,0
ראס,0,4
ראסל,0,0
ראסם,4,0
ראפת,4,0
ראש,0,2
ראשד,0,4
רב,0,0
רבאח,0,3
רבאיעה,0,1
רבי,0,16
רביאב,0,1
רביבה,0,0
רביבו,0,11
רביזדה,0,1
רבייב,0,1
רבין,0,5
רבינאי,0,1
רבינוביץ,0,11
רבינוביץ',0,2
רבינסקי,0,1
רבינק,0,1
רביעה,0,1
רביץ,0,2
רביץ',0,1
רביקוביץ',0,0
רבל,0,2
רבני,0,1
רבקה,23,0
רבקין,0,3
רבר,0,2
רבשטין,0,2
רג,0,0
רג',0,0
רג'א,1,0
רג'ואן,0,1
רג'יב,0,0
רג'יניאנו,0,0
רג'פ,0,0
רגא,2,0
רגבה,0,0
רגבי,0,1
רגד,0,0
רגדה,1,0
רגואן,0,1
רגינה,0,0
רגר,0,1
רד,0,2
רדא,0,1
רדאי,0,0
רדון,0,0
רדיאן,1,0
רדיע,0,1
רדלר,0,0
רדמן,0,1
רדעי,0,2
רהט,0,0
רהיג',1,0
רהימיאן,0,1
רואה,0,1
רואי,8,0
רואלד,0,0
רואן,0,0
רואץ',0,0
רואש,0,3
רואשדה,0,2
רוב,0,3
רובי,2,0
רוביו,0,0
רובינא,0,0
רובינוב,0,1
רובינזון,0,1
רובינס,0,1
רובינסון,0,0
רובינק,0,1
רובינשטיין,0,13
רוביק,0,0
רובננקו,0,2
רובנס,0,0
רובנר,0,0
רובס,0,0
רובספייר,0,0
רובר,0,0
רוברט,9,0
רוברטו,1,0
רוברטס,0,0
רוברטסון,0,0
רוג'ר,0,0
רוגאן,0,0
רוגובסקי,0,0
רוגין,0,1
רוגל,0,2
רוד,0,0
רודה,0,1
רודולף,0,0
רודי,0,0
רודיארד,0,0
רודין,0,2
רודמן,0,1
רודנברי,0,0
רודני,0,1
רודניצקי,0,0
רודנקו,0,3
רודס,0,0
רודריגו,0,0
רודריגז,0,0
רוה,0,11
רוהאם,2,0
רוהר,0,1
רווה,0,3
רווח,0,5
רווחי,0,0
רווית,1,0
רוונה,0,0
רוור,0,1
רוז,0,1
רוז'ה,0,0
רוז'יצקי,0,2
רוזוב,0,1
רוזובסקי,0,3
רוזוולט,0,0
רוזין,0,5
רוזית,3,0
רוזלס,0,2
רוזמן,0,1
רוזן,0,19
רוזנבאום,0,6
רוזנבוים,0,5
רוזנבלום,0,8
רוזנבלט,0,11
רוזנברג,0,29
רוזנברגר,0,0
רוזנווסר,0,1
רוזנטל,0,9
רוזניצקי,0,1
רוזנמן,0,1
רוזנס,0,1
רוזנפלד,0,2
רוזנצוויג,0,8
רוזנצויג,0,4
רוזנק,0,0
רוזנקרנץ,0,2
רוזנר,0,16
רוזנשטיין,0,21
רוזנשטרוך,0,1
רוזנשיין,0,1
רוחאללה,0,0
רוחאנה,0,0
רוחי,0,2
רוחמה,1,0
רוט,0,11
רוטבליט,0,0
רוטברד,0,1
רוטברט,0,7
רוטהולץ,0,0
רוטמן,0,12
רוטמנש,0,1
רוטנברג,0,11
רוטנשטרייך,0,2
רוטקופף,0,5
רוטר,0,0
רוטשטיין,0,4
רוטשילד,0,4
רוי,4,0
רויאל,0,0
רויזן,0,1
רויטגרונד,0,1
רויטל,22,0
רויטמן,0,2
רויכמן,0,0
רויץ,0,1
רוית,25,0
רוכברג,0,1
רולא,2,0
רולאן,0,0
רולוף,0,1
רולנד,1,0
רומולוס,0,0
רומיאו,0,0
רומיו,0,1
רומית,1,0
רומל,0,0
רומם,0,0
רוממה,0,0
רומנו,0,5
רומנוב,0,2
רונ,0,0
רונאל,1,0
רונאלד,0,0
רונה,1,0
רוני,63,0
רונית,41,0
רונלד,1,0
רונלי,2,0
רונקין,0,1
רוסהר,0,1
רוסו,0,0
רוסטאם,0,0
רוסטוב,0,0
רוסטוביץ,0,1
רוסטיסלב,2,0
רוסטם,0,0
רוסינסקי,0,7
רוסמן,0,3
רוסתום,1,0
רופארט,0,0
רופוס,0,0
רופין,0,0
רופרט,0,0
רוק,0,1
רוקח,0,17
רוקן,0,2
רוקפלר,0,0
רושדי,1,0
רושיילו,0,0
רושקובסקי,0,1
רושרוש,0,4
רות,34,0
רותי,10,0
רזוק,0,2
רזי,1,0
רזיאלה,0,0
רזין,0,3
רזניק,0,10
רזניקוב,0,1
רחבי,0,2
רחביה,1,0
רחבעם,0,0
רחום,0,1
רחים,1,0
רחימי,0,1
רחל,58,0
רחלה,1,0
רחלי,8,0
רחמה,0,2
רחמוט,0,2
רחמון,0,4
רחמיאן,0,1
רחמימוב,0,1
רחמן,0,0
רחמני,0,6
רט,0,1
רטוש,0,0
רטמן,0,1
רטנר,0,0
רי,0,0
ריא,0,10
ריאד,9,0
ריבי,0,0
ריבייר,0,0
ריביצקי,0,2
ריבלין,0,3
ריבלס,0,1
ריבנוביץ,0,1
ריבנטרופ,0,0
ריבק,0,3
ריבקין,0,1
ריבקינד,0,1
ריבר,0,6
ריבש,0,1
ריגוברטו,0,0
ריגלר,0,1
ריד,0,0
רידא,2,0
רידלי,0,0
ריו,0,0
ריוורה,0,0
ריול,0,0
ריומר,0,0
ריוס,0,0
ריזברג,0,1
ריזק,1,0
ריחאן,0,4
ריחני,0,5
ריחניאן,0,2
ריטה,3,0
ריטן,0,0
ריטרסקי,0,2
ריי,0,1
רייא,0,1
רייבי,0,1
רייבנקלו,0,0
רייגן,0,0
ריידאאוט,0,0
רייזינגר,0,1
רייזמן,0,1
רייזר,0,0
רייט,0,1
רייטר,0,3
רייך,0,9
רייכבך,0,0
רייכלין,0,2
רייכלסון,0,2
רייכמן,0,4
רייכנשטיין,0,2
רייכר,0,12
ריילי,0,0
ריימון,0,0
ריימס,0,0
ריינאלדו,0,0
ריינהולד,0,1
ריינהרד,0,0
ריינהרץ,0,2
ריינו,0,0
ריינולדס,0,0
ריינמן,0,1
ריינס,0,0
ריינפלד,0,3
ריינר,0,3
רייס,0,1
רייסמן,0,2
רייף,0,11
רייפמן,0,0
רייפנברג,0,1
רייצ'ל,0,0
ריכארד,0,0
ריכרד,0,0
רילקה,0,0
רימא,1,0
רימר,0,3
רין,0,0
רינגו,0,0
רינגולד,0,1
רינגל,0,1
רינה,16,0
רינון,0,2
רינתיה,0,0
ריסקין,0,1
ריעני,0,1
ריפל,0,1
ריצ'ארד,1,0
ריצ'ארדס,0,0
ריצ'רד,2,0
ריצ'רדס,0,0
ריצ'רדסון,0,0
ריצארד,0,0
ריצארדס,0,0
ריצר,0,2
ריצרד,2,0
ריצרדסון,0,0
ריק,0,0
ריקארדו,0,0
ריקי,10,0
ריקמן,0,4
ריקנטי,0,0
ריקרדו,0,0
ריש,0,2
רישה,0,8
רישקולניק,0,0
רכבי,0,1
רכטמן,0,2
רכטר,0,2
רכניץ,0,1
רכס,0,1
רלי,3,0
רלף,0,0
רמאן,0,0
רמברנדט,0,0
רמדאן,0,0
רמה,0,0
רמוז,0,1
רמון,0,0
רמות,0,2
רמזן,0,0
רמי,58,0
רמיגולסקי,0,1
רמליהו,0,0
רמן,0,0
רמר,0,0
רמתי,0,2
רנא,1,0
רנד,0,4
רנדי,0,0
רנה,4,0
רנטגן,0,0
רנטה,1,0
רני,2,0
רניאל,0,0
רנין,1,0
רנית,1,0
רננה,2,0
רנצו,0,0
רנצלר,0,3
רנקוויסט,0,0
רנר,0,0
רנרט,0,4
רנתיסי,0,1
רסאן,0,0
רסאס,0,1
רסיוק,0,2
רסלן,0,0
רסלס,0,1
רסלר,0,5
רסמי,2,0
רספוטין,0,0
רסקין,0,4
רע,0,0
רעד,0,2
רעואל,0,0
רעות,17,0
רעי,0,0
רעיה,1,0
רעיסה,1,0
רעם,0,0
רפ,0,1
רף,0,1
רפא,0,0
רפאלה,1,0
רפאלוב,0,7
רפאלי,0,10
רפה,0,0
רפואה,0,0
רפופורט,0,0
רפי,11,0
רפיק,5,0
רפלד,0,1
רפעת,4,0
רפפורט,0,22
רצ'וניצה,0,0
רצאבי,0,4
רצבסקי,0,0
רצון,1,0
רצין,0,0
רצרסדורפר,0,2
רקובר,0,6
רקח,0,2
רקם,0,0
רקנאטי,0,0
רקפת,5,0
רש,0,2
רשא,4,0
רשאד,4,0
רשבסקי,0,0
רשדי,1,0
רשידה,0,0
רשל,2,0
רשף,0,27
רתם,2,0
ש.,1,0
ש.שלמה,0,0
ש',0,0
שאבי,0,1
שאגאל,0,0
שאדיה,1,0
שאדן,0,0
שאה,0,0
שאהר,0,0
שאהרוח',0,0
שאולה,3,0
שאולוב,0,0
שאולזון,0,1
שאולי,0,2
שאוליאן,0,4
שאולסקי,0,1
שאוקת,1,0
שאייביץ,0,0
שאיר,0,2
שאכר,3,0
שאלברטו,0,0
שאליק,0,1
שאלתיאלי,0,1
שאמא,0,0
שאמי,0,3
שאמיל,0,0
שאנון,0,0
שאניה,0,0
שאנן,0,0
שאער,0,7
שאקי,0,0
שאקיל,0,0
שאקר,0,0
שארל,0,0
שארלוט,0,0
שארלי,1,0
שאשא,0,3
שבאיטה,0,3
שבגר,0,0
שבד,0,1
שבו,0,2
שבובסקי,0,3
שבודי,0,1
שבולת,0,5
שבזי,0,0
שבי,0,2
שביט,0,3
שביטה,0,5
שבירו,0,1
שבלי,0,2
שבלת,0,1
שבן,0,1
שבס,0,1
שבע,0,0
שבצ'וק,0,0
שבתי,0,1
שגבאגבו,0,0
שגיי,0,0
שגית,11,0
שגלבוע,0,0
שדאד,0,2
שדאפנה,0,5
שדה,0,31
שדות,0,2
שדית,1,0
שדקלון,0,0
שהאב,0,4
שהאבי,1,0
שהואן,0,1
שהרבני,0,7
שואהנה,0,2
שואו,0,0
שוב,0,18
שובינסקי,0,1
שובל,0,8
שובר,0,1
שוגול,0,1
שוגרמן,0,2
שוהם,0,5
שוויג,0,0
שווידלר,0,0
שווימר,0,0
שוויקה,0,1
שוויקי,0,2
שווץ,0,3
שווקי,1,0
שוורמן,0,2
שוורץ,0,28
שוורצבורד,0,1
שוורצמן,0,1
שוורצנגר,0,0
שוורצקוף,0,0
שוחט,0,8
שוחטמן,0,2
שוטון,0,1
שוטלנד,0,1
שויגר,0,1
שויד,0,4
שוייצר,0,2
שוילר,0,0
שוכטוביץ,0,1
שול,0,0
שולביץ,0,1
שולה,3,0
שולוחוב,0,0
שולי,0,1
שולמית,15,0
שולמן,0,4
שולץ,0,0
שולשטיין,0,2
שום,0,0
שומאן,0,0
שומוע,1,0
שומכר,0,1
שומפלבי,0,0
שומר,0,2
שומרת,0,0
שון,0,0
שונית,0,0
שוסהיים,0,4
שוסטר,0,3
שוסף,0,1
שועאע,1,0
שועה,0,2
שועלי,0,4
שופל,0,0
שופמן,0,1
שופן,0,1
שופנהאואר,0,0
שופס,0,1
שוק,0,3
שוקי,4,0
שוקייר,0,1
שוקר,0,0
שוקרון,0,3
שוראקי,0,4
שורוק,1,0
שורוש,0,1
שורץ,0,10
שורצברג,0,1
שורצברד,0,1
שורצמן,0,0
שורק,0,7
שורר,0,4
שוש,2,0
שושיק,0,0
שושן,0,6
שושנה,23,0
שושני,0,11
שזר,0,3
שחברי,0,7
שחדה,2,0
שחובר,0,2
שחור,0,2
שחורי,0,1
שחטר,0,5
שחל,0,4
שחם,0,19
שחמון,0,0
שחמורוב,0,0
שחק,0,4
שטאובר,0,2
שטאוי,0,1
שטבהולץ,0,1
שטגמן,0,0
שטוב,0,1
שטובר,0,3
שטוירמן,0,4
שטולץ,0,0
שטולצנברג,0,0
שטוסל,0,1
שטופמן,0,0
שטוקהאוזן,0,0
שטוקמן,0,0
שטטר,0,2
שטיבי,0,1
שטיבל,0,0
שטיימן,0,4
שטיין,0,16
שטיינבך,0,0
שטיינברג,0,11
שטיינה,0,0
שטיינהרץ,0,2
שטיינוביץ,0,1
שטייניץ,0,0
שטיינמן,0,0
שטיינמץ,0,3
שטיינר,0,25
שטייף,0,3
שטילמן,0,1
שטינברג,0,1
שטינברגר,0,0
שטינדל,0,1
שטינלאוף,0,0
שטכלברג,0,1
שטמברגר,0,0
שטמלר,0,1
שטמר,0,7
שטנגר,0,1
שטנדל,0,2
שטנר,0,0
שטפי,0,0
שטראוס,0,1
שטראזמן,0,0
שטרוויס,0,1
שטרוזמן,0,1
שטריים,0,0
שטריקס,0,2
שטרית,0,14
שטרן,0,27
שטרנבוך,0,1
שטרנברג,0,9
שטרנהל,0,0
שטרנליב,0,1
שטרנליכט,0,0
שטרנפלד,0,1
שטרסלר,0,1
שטרסנר,0,0
שטרצר,0,3
שטרק,0,2
שיאממה,0,0
שיבולת,0,0
שיבי,0,0
שיבלי,0,2
שיבר,0,5
שיגרו,0,0
שידלובר,0,1
שיוביץ,0,3
שיזף,0,0
שיח,0,2
שיח',0,0
שיטה,0,0
שיטרית,0,3
שייח,0,0
שייך,0,1
שיין,0,5
שיינברום,0,1
שיינדלה,0,0
שיינפלד,0,1
שיינצייט,0,0
שיינר,0,0
שייקה,1,0
שייקספיר,0,0
שיך,0,0
שילאנסקי,0,1
שילדן,0,1
שילו,0,1
שילוח,0,2
שילון,0,1
שילוני,0,3
שיליאן,0,2
שילמן,0,1
שילנסקי,0,4
שילפה,0,0
שילר,0,5
שימבורסקה,0,0
שימול,0,4
שימונוב,0,1
שימל,0,1
שימלביץ',0,1
שימן,0,3
שימקביץ,0,2
שימרית,1,0
שימרן,0,2
שימרת,0,0
שימשי,0,3
שינברג,0,0
שינברגר,0,4
שינג'יאן,0,0
שינדלהיים,0,4
שינדלר,0,5
שינזו,0,0
שינייד,0,0
שינמן,0,0
שינפלד,0,2
שיף,0,8
שיפטן,0,1
שיפמן,0,6
שיפר,0,6
שיקמה,0,0
שיקמונה,0,0
שיקספיר,0,0
שיראזי,0,0
שיראל,4,0
שיראק,0,0
שירות,1,0
שירותי,0,0
שירותיים,0,0
שירז,1,0
שירזי,0,2
שירילי,0,0
שירית,3,0
שירלי,22,0
שירר,0,0
שישק,0,0
שך,0,0
שכטמן,0,0
שכטר,0,17
שכיב,2,0
שכנאי,0,1
שכנר,0,1
שלאבנה,0,3
שלאעטה,0,3
שלבי,0,15
שלג,0,5
שלגי,0,1
שלדון,1,0
שלהב,1,0
שלו,0,34
שלודי,0,1
שלווה,1,0
שלויים,0,8
שלומוביץ,0,3
שלומית,22,0
שלופה,0,2
שלוש,0,10
שלזינגר,0,5
שלח,0,6
שלטון,0,3
שלטי,0,0
שליו,0,0
שליט,0,2
שלימוף,0,0
שליסל,0,0
שליסר,0,1
שליש,0,4
שלכטר,0,0
שלם,0,17
שלמון,0,6
שלמוני,0,1
שלמי,1,0
שלף,0,3
שלקוביץ,0,2
שלש,0,1
שם,0,0
שמאמה,0,1
"שמג""ד",0,0
שמגין,0,1
שמגר,0,4
שמואלי,0,19
שמול,0,1
שמולביץ,0,0
שמוליק,3,0
שמוס,0,0
שמורק,0,1
שמח,0,0
שמחה,6,0
שמחוביץ,0,1
שמחון,0,12
שמחי,0,3
שמחיה,0,0
שמחיוף,0,10
שמידט,0,3
שמיה,0,1
שמילה,0,1
שמיע,0,1
שמיר,0,13
שמלה,0,5
שמלוב,0,2
שמן,0,1
שמסיא,0,1
שמסיאן,0,0
שמסעוד,0,0
שמע,0,1
שמעונה,1,0
שמעונוב,0,2
שמעוני,0,17
שמעיה,0,1
שמפל,0,3
שמר,0,16
שמרון,0,2
שמרוני,0,0
שמרי,0,2
שמריה,1,0
שמריהו,0,1
שמרית,7,0
שמרלינג,0,1
שמרלר,0,1
שמרת,0,4
שמש,0,25
שמשוביץ,0,1
שמשום,1,0
שמשי,0,1
שנאור,0,0
שנאן,0,5
שנאתי,0,1
שנבל,0,2
שנברג,0,0
שנברגר,0,1
שנג,0,0
שנדלר,0,0
שנדר,0,0
שנהר,0,3
שנולד,0,0
שניאורי,0,0
שניאורסון,0,1
שנידור,0,1
שניויס,0,1
שניט,0,3
שניטמן,0,1
שניטקין,0,2
שניידר,0,16
שניידרמן,0,4
שניידשר,0,1
שניירסון,0,0
שניצקי,0,5
שניצר,0,5
שניר,0,2
שנית,1,0
שנלר,0,0
שנפלד,0,1
שנקלר,0,2
שנקמאן,0,0
שנקמן,0,1
שנקר,0,5
שנקרמן,0,1
שעאר,1,0
שעייר,0,1
שעל,0,0
שער,0,1
שערפאת,0,0
שעשוע,0,3
שעת,0,0
שפ,0,0
שפאן,0,1
שפאר,0,2
שפוטהיים,0,0
שפון,0,1
שפונט,0,1
שפורן,0,3
שפט,0,2
שפטל,0,1
שפטלוביץ,0,3
שפטר,0,1
שפי,0,3
שפיגל,0,3
שפיגלמן,0,4
שפיגלר,0,1
שפיטלר,0,0
שפיים,0,0
שפילד,0,0
שפילמן,0,3
